id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool
99373614,Bekki,Sueter,14,Dominga,Other,none,Skipp,none,Office,978-586-3637,$75000 to $99999,1,,car,180,180,0,,,,english,,,,,,,P,Exceeding,
50916111,My,Nancekivell,11,Mickie,Business,masters,Shepard,none,,978-766-7351,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,,Meeting,
98411905,Elsy,Lloyd,11,Yetty,Sales,none,Dom,none,Sales,978-426-5803,$100000 to $149999,0,1,car,180,180,0,TRUE,Boys & Girls Club,spanish,english,,,,,,,NI,Meeting,
96103042,Ulrick,Iglesias,5,Nert,Arts,associate,Even,,Other,978-526-1978,$50000 to $74999,0,,car,180,180,0,,,spanish,english,,,,,,,,Partially_Meeting,
86578041,Luise,Booth,8,Beatrice,Production,associate,Dane,associate,Management,978-660-8759,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,
63484768,Retha,Ambroz,14,Hedwiga,,none,Rouvin,,Sales,978-261-3671,$50000 to $74999,3,,car,130,180,0,,,english,english,,,TRUE,,TRUE,,P,Partially_Meeting,
56267558,Prudy,Simko,15,,,associate,Dick,,Business,978-209-4897,$100000 to $149999,0,3,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE
96423100,Hestia,McInnerny,17,Thomasa,,,Barret,,Service,978-875-3591,$15000 to $19999,1,,bike,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,P,Partially_Meeting,
23853690,Brandea,Bitterton,9,Shanna,,,Ryan,associate,,978-888-5093,$75000 to $99999,4,0,bike,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,TRUE
85540772,Reid,Breton,8,Nicolette,Business,none,Rancell,associate,,978-407-3614,$75000 to $99999,1,,car,180,180,0,,,english,english,,,,,TRUE,,,Exceeding,TRUE
54328255,Pennie,Lewing,16,Stormy,,associate,,,,978-085-9624,$50000 to $74999,0,,car,168,180,0,,,spanish,spanish,,,TRUE,,TRUE,,A,Not_Meeting,
71837816,Ara,Cranna,5,Katlin,,none,Kendall,,Other,978-637-6082,$150000 or more,3,0,car,180,180,0,,,english,english,,,,,,,,Partially_Meeting,
17103279,Kimberly,Alps,5,Clarice,Management,bachelor's,Klaus,none,Other,978-555-9054,$100000 to $149999,3,2,bike,180,180,0,,,spanish,english,,,,,TRUE,,,Exceeding,
90979541,Torin,Pimblotte,7,Sari,Service,associate,Bert,bachelor's,Office,978-256-5693,$50000 to $74999,0,,walk,114,180,0,,,spanish,spanish,,,TRUE,,TRUE,,P,Not_Meeting,TRUE
62753006,Berkly,Veazey,5,Lettie,Service,associate,Lucias,none,Office,978-665-6311,,4,4,car,180,180,0,TRUE,Boys & Girls Club,,spanish,,,,,TRUE,,,Exceeding,TRUE
59598856,Jemmy,McQuorkell,18,,Sales,bachelor's,,,,978-786-4882,$100000 to $149999,0,2,car,180,180,0,,,english,english,,,TRUE,,,,,Not_Meeting,
45791543,Jonah,Clemente,6,Ferdinanda,Management,associate,Clifford,,Science,978-676-2720,$50000 to $74999,3,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,,Partially_Meeting,TRUE
44794278,Isador,Giovanetti,11,Leisha,Business,associate,Ossie,none,,978-514-2563,$75000 to $99999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,TRUE
32548649,Crichton,Sugge,10,Adrian,Other,none,,,,978-705-0617,$25000 to $34999,3,,walk,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE
7567975,Claudine,Huntington,8,Eda,Science,,Bone,associate,,978-635-7439,$50000 to $74999,4,,car,180,180,0,,,english,english,,,,TRUE,,,P,Partially_Meeting,TRUE
8790222,Fletcher,Heathorn,10,Magdalene,Science,none,,,,978-009-7110,$25000 to $34999,2,,walk,180,180,0,TRUE,Discovery,english,english,,,TRUE,,TRUE,,TRN,Not_Meeting,
66253242,Carmon,Hindes,12,Joelynn,,trade,,,,978-425-3644,$50000 to $74999,0,3,car,180,180,0,,,english,english,,,,,TRUE,,TRN,Not_Meeting,
20581364,Vick,Thatcher,5,Caril,Management,none,,,,978-090-0868,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,,TRUE,,,Meeting,TRUE
73603936,Gretel,Ferry,6,Caitlin,Science,associate,,,,978-203-1622,$100000 to $149999,3,2,walk,180,180,0,,,english,english,,,,,TRUE,,,Partially_Meeting,
56807708,Tremayne,Housbey,15,Andriette,Transportation,none,,,,978-477-8675,,2,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,
19227602,Francklyn,Lagen,14,Ginevra,Other,none,Hoebart,associate,,978-087-5472,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,TRUE,,,NI,Not_Meeting,
20083466,Paten,Northley,13,Gabriel,Maintenance,none,Hartwell,none,,978-936-3728,$50000 to $74999,2,,car,180,180,0,,,english,spanish,,,,,,,P,Exceeding,
16649106,Donavon,Dunning,13,Marthena,,associate,Rosco,,,978-742-9065,$100000 to $149999,2,,car,173,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE
86173221,Nanci,Poad,5,Kenna,Construction,bachelor's,Christian,masters,Office,978-710-3650,$35000 to $49999,2,,car,180,180,0,TRUE,Youth Empowerment,spanish,spanish,TRUE,,,,TRUE,,,,
50657659,Zoe,Alfonsetto,12,Damita,,associate,,,,978-587-0380,$15000 to $19999,0,,bike,85,180,0,,,english,english,,,,,,,P,Meeting,
91156755,Boycey,Edess,10,Silva,Sales,associate,,,,978-018-8685,$35000 to $49999,0,,bike,180,180,0,,,,english,,TRUE,,,TRUE,,P,Meeting,
37358722,Neila,Danielut,6,Silvana,Arts,associate,Nikita,none,Management,978-327-7368,$100000 to $149999,4,3,car,180,180,0,,,english,english,,,,,TRUE,,,Meeting,
28903781,Nevin,Over,8,Maribelle,Service,associate,Ned,associate,Service,978-490-9183,$150000 or more,3,,walk,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,TRUE
78627799,Kris,Theodore,11,Garnet,Sales,none,Cleve,associate,Business,978-495-8727,$100000 to $149999,4,,bike,63,180,0,TRUE,Discovery,english,spanish,,,,,,,NI,Meeting,
75997762,Lita,Dillingston,15,Aleen,Office,associate,Keen,associate,Transportation,978-519-2005,$100000 to $149999,2,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,A,Meeting,
18862924,Clemmy,Kunc,12,Amye,Office,associate,Davey,associate,Construction,978-119-8304,$100000 to $149999,0,,car,175,180,0,,,english,english,,,,TRUE,,,P,Exceeding,
74852244,Sande,Jenny,15,Madelyn,Production,none,Linc,none,Sales,978-713-0566,$150000 or more,0,1,car,180,180,0,,,english,english,,,,,TRUE,,P,,
96134525,Dody,Mattheis,5,Babs,Construction,associate,Morty,associate,Sales,978-431-8037,$150000 or more,0,4,car,180,180,0,,,spanish,spanish,TRUE,,TRUE,TRUE,TRUE,,,Meeting,
31280812,Issiah,Conley,11,Della,Construction,trade,Ely,associate,Natural Resources,978-758-9117,$100000 to $149999,4,,car,130,180,0,,,spanish,spanish,,,,,,,P,Partially_Meeting,
44101197,Miguel,Dibner,8,Nikkie,,associate,Verne,,,978-351-6565,$25000 to $34999,2,1,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,
39423310,Kyrstin,Soro,15,Elysia,Office,,Kaspar,associate,Office,978-340-4626,$150000 or more,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,
84316538,Orelie,Bogace,11,,Production,none,,,,978-145-5672,$100000 to $149999,0,,car,180,180,0,,,,english,,,,,,,NI,Meeting,TRUE
15917589,Gilli,McEniry,15,Karleen,Other,associate,Kilian,associate,Business,978-422-0547,$50000 to $74999,2,,car,180,180,0,,,english,english,,,TRUE,,,,A,Not_Meeting,
9219870,Rex,Bissell,10,Stepha,Management,associate,,,,978-862-1726,$100000 to $149999,2,,car,89,180,0,,,english,english,,,,,,,W,,TRUE
86439222,Addie,Meace,6,Karlotta,Natural Resources,associate,Norris,none,Service,978-727-9062,$50000 to $74999,1,,car,175,180,0,,,english,english,,,TRUE,,,,,Exceeding,TRUE
53434574,Marie,Klejna,17,Eva,Service,none,Benton,associate,Office,978-315-8057,$150000 or more,1,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,
21329355,Avictor,Langelaan,12,Joelie,Office,none,,,,978-569-5125,$35000 to $49999,2,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,TRUE
7939903,Vidovic,Taleworth,17,Sharleen,Business,associate,,,,978-730-3538,$100000 to $149999,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,,Exceeding,
21601335,Skippie,Deveraux,16,Dolli,Other,associate,Hadrian,none,Management,978-680-2673,$15000 to $19999,1,,car,180,180,0,,,,english,,,,,TRUE,,P,,
74428945,Danika,Barth,14,Gerry,Arts,none,Selby,masters,Business,978-880-7433,$50000 to $74999,0,0,walk,180,180,0,,,english,english,,,,,,,W,Partially_Meeting,
58612015,Domenic,Dain,10,Talia,Sales,none,Griffie,associate,Arts,978-390-0534,$75000 to $99999,4,,bike,180,180,0,,,english,english,TRUE,,TRUE,,,,P,Meeting,TRUE
68572844,Tawnya,O'Dunniom,18,Esme,,none,Wallie,,Office,978-985-2426,$25000 to $34999,4,,car,162,180,0,,,english,english,TRUE,,,,,,NI,Not_Meeting,TRUE
75421582,Wynny,Brannan,10,Zarla,Office,none,Edouard,bachelor's,,978-986-5962,$50000 to $74999,2,4,car,124,180,0,,,english,english,,,,,,,W,Not_Meeting,TRUE
22381933,Viviana,Fishly,12,Willetta,Management,none,Sully,trade,Natural Resources,978-652-3602,,4,,walk,180,180,0,,,english,english,,,,,,,NI,,
56814923,Donnamarie,Dovey,14,Lottie,Maintenance,associate,,,,978-384-6443,$35000 to $49999,2,,bike,180,180,0,,,english,english,,,,TRUE,,,,Not_Meeting,TRUE
63665668,Andee,Osband,15,Margarethe,Arts,associate,,,,978-683-9147,$35000 to $49999,2,,bike,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,TRUE
4714599,Andrey,Braunter,17,Cosette,Sales,associate,Laurent,trade,Science,978-862-6261,$50000 to $74999,0,,car,180,180,0,,,english,spanish,,,,,,,,Partially_Meeting,TRUE
38519532,Esme,Deniske,6,Hailee,Other,associate,Reynard,none,Sales,978-387-2688,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,
58718549,Tilly,Youings,18,Ketti,Management,none,Allyn,associate,Other,978-172-9432,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,
94927196,Fernande,Graundisson,16,Claudia,,none,Jo,,Sales,978-202-0960,$75000 to $99999,2,,car,180,180,0,TRUE,Discovery,english,english,,TRUE,,,,,A,Meeting,
95769379,Lucias,Joplin,17,Dolly,Maintenance,none,Noland,trade,Office,978-734-6806,,2,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Exceeding,
41124262,Ryon,Leeman,5,Dee dee,,masters,,,,978-459-1750,$35000 to $49999,2,,car,180,180,0,,,english,english,,,,TRUE,,,,Meeting,
8116220,Pietrek,Teulier,9,Vernice,,,Ron,,Arts,978-647-3966,$150000 or more,1,4,car,180,180,0,TRUE,YWCA,english,english,,,TRUE,,TRUE,,P,Not_Meeting,
51617500,Idalina,McPhelimy,17,Berny,Construction,associate,,,,978-194-8412,$25000 to $34999,4,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,
76647175,Madelene,Joinsey,16,Raynell,,associate,Gaile,associate,,978-052-6091,$75000 to $99999,1,1,car,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,
63663240,Koenraad,Berk,7,Vina,,none,,,,978-916-8241,$15000 to $19999,0,2,car,180,180,0,,,spanish,english,,,TRUE,,TRUE,,W,Not_Meeting,TRUE
61817746,Donn,Farres,11,Ranee,,associate,Chucho,,Natural Resources,978-288-9841,$100000 to $149999,3,,car,180,180,0,TRUE,Discovery,english,english,TRUE,,,,TRUE,,A,Not_Meeting,
37849527,Christyna,Wilman,10,Auberta,Science,none,Freeman,associate,Service,978-593-0627,$15000 to $19999,1,,bike,124,180,0,,,english,english,,,,,,,P,Meeting,
29217617,Kristofor,Kestle,9,Grace,Production,none,,,,978-896-3114,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,TRUE
53654414,Kelcie,Mattin,12,Daisey,Transportation,none,Angelico,none,Service,978-369-2634,$10000 to $14999,2,,car,,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,TRUE
99854141,Malanie,Whye,6,Ealasaid,Office,associate,,,,978-904-5651,$150000 or more,2,,car,180,180,0,TRUE,Discovery,english,english,,,TRUE,,TRUE,,,Not_Meeting,
40816907,Yolane,Farragher,7,Celisse,Sales,associate,York,associate,Business,978-517-1947,$100000 to $149999,3,,bike,180,180,0,,,english,english,TRUE,,TRUE,,,,W,Not_Meeting,TRUE
48658085,Othelia,Halgarth,12,Annmarie,Maintenance,masters,Bennie,none,Production,978-730-2978,$100000 to $149999,1,,bike,180,180,0,,,,english,,,TRUE,,,,NI,Not_Meeting,
12393630,Gaston,Glendzer,13,Dedra,,masters,,,,978-578-3695,$50000 to $74999,1,,car,89,180,0,,,,english,,,TRUE,,,,W,Partially_Meeting,TRUE
81908426,Abbe,Cheverton,18,Penni,Other,none,Joe,associate,Science,978-357-5354,$100000 to $149999,2,,bike,180,180,0,,,english,english,,,,TRUE,TRUE,,NI,Meeting,TRUE
11977259,Quintus,Wilkinson,6,Marketa,Office,none,Pennie,associate,Natural Resources,978-613-5126,$35000 to $49999,4,,car,180,180,0,,,english,spanish,,,,,,,,Meeting,
91012642,Alysa,Dewick,16,Olivie,,none,,,,978-067-8796,$100000 to $149999,1,3,bike,180,180,0,TRUE,Discovery,english,spanish,,,,,,,A,Meeting,
50827,Edgard,Chander,9,,Office,associate,Jakob,associate,,978-028-4699,$75000 to $99999,2,,bike,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,TRUE
55860051,Kath,Kardos-Stowe,13,Daveta,Science,none,Bartram,none,Business,978-848-7183,$35000 to $49999,0,,car,180,180,0,,,spanish,english,,,,,,,NI,Not_Meeting,TRUE
796459,Tandy,Castleton,10,Ginelle,Office,associate,Dan,bachelor's,Maintenance,978-127-0860,$150000 or more,0,,car,180,180,0,,,spanish,english,,,,,,,EMG,Not_Meeting,TRUE
2875990,Arlie,Albarez,9,Leeann,Construction,associate,Chester,associate,Business,978-591-8200,$35000 to $49999,1,,car,180,180,0,,,,english,,,,,TRUE,,W,Not_Meeting,
8043439,Fitz,Steaning,7,Raychel,Science,none,Duky,none,Science,978-083-3801,$75000 to $99999,2,,car,180,180,0,TRUE,YMCA Pentucket Lake,english,english,,,,,,,PRG,Not_Meeting,
45120214,Newton,Basketter,12,Giana,Science,none,,,,978-972-8083,$35000 to $49999,2,,car,180,180,0,TRUE,YMCA,english,spanish,,,,,,,P,Not_Meeting,
89895511,Stormie,Laffan,13,Tommi,Management,associate,Chucho,none,Other,978-212-6888,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,,,A,Meeting,TRUE
22655283,Noella,Foddy,10,Gwenneth,Service,masters,Mathian,associate,Science,978-061-4072,$100000 to $149999,0,4,car,173,180,0,,,spanish,english,,,,,,,P,Meeting,
87777936,Janeen,Stammers,17,Kara,Other,associate,,,,978-033-8954,$50000 to $74999,1,,car,180,180,0,,,spanish,spanish,,,,TRUE,,,P,,TRUE
81620075,Eugenio,Curnnok,13,Eddy,Office,none,,,,978-013-7984,$35000 to $49999,0,,car,150,180,0,,,english,english,,,,,,,PRG,Not_Meeting,TRUE
4637411,Jayme,Bohea,11,Lelia,Service,none,Osmond,associate,Sales,978-306-1747,$25000 to $34999,2,,car,180,180,0,,,english,spanish,,,,,,,A,Meeting,
27862669,Mortie,Dressell,18,Emili,Science,associate,,,,978-269-2606,$50000 to $74999,4,,car,180,180,0,,,english,spanish,,,,,TRUE,,NI,,
99324759,Johny,Stiller,17,Clerissa,Transportation,none,,,,978-626-7406,$25000 to $34999,0,,car,180,180,0,,,,english,,,,,,,P,Exceeding,TRUE
26674346,Halley,Brimming,15,Ariela,Arts,none,Cortie,none,Arts,978-046-3960,$150000 or more,0,,car,118,180,0,,,english,english,,,,,,,A,Exceeding,
84055382,Gregory,Dumbreck,5,Marjory,Arts,masters,Andrus,none,Natural Resources,978-648-0415,$50000 to $74999,4,1,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,
76152752,Magdaia,Sallery,10,Suzanna,Arts,associate,Rad,none,Sales,978-876-7056,$75000 to $99999,4,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,
34018571,Linet,Astupenas,18,Dalia,Management,none,Reagan,none,Other,978-468-3442,$150000 or more,0,,car,96,180,0,,,english,english,,,,,,,NI,,
82686661,Tait,Atlee,10,Francisca,Business,none,Newton,none,,978-369-1455,$75000 to $99999,3,3,car,180,180,0,,,english,english,TRUE,,,,,,NI,Not_Meeting,TRUE
96309210,Paddy,Pretsel,9,Johna,Office,masters,Bat,none,Management,978-653-3579,$20000 to $24999,3,,car,180,180,0,,,spanish,english,,,,,,,P,Not_Meeting,TRUE
5977070,Zollie,Bozward,9,Mignonne,Business,associate,Kirk,,Science,978-104-5446,$150000 or more,1,,car,180,180,0,,,english,english,,,,,,,A,Partially_Meeting,TRUE
28248678,Eadie,Hegg,18,Karola,Sales,,Sanderson,associate,,978-677-9594,$75000 to $99999,2,,car,180,180,0,,,english,english,,,TRUE,,,,P,Meeting,
62535474,Indira,Sexcey,14,Edyth,Management,none,Stevy,,Sales,978-134-4814,$150000 or more,1,,car,180,180,0,,,,english,,,,,TRUE,,NI,Not_Meeting,
70588960,Honoria,Berzins,17,,Sales,associate,,,,978-800-9519,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,TRUE,,W,Exceeding,
38950391,Levon,Gomersal,9,Kristel,Other,,Frederich,associate,Arts,978-692-8520,$10000 to $14999,3,,bike,180,180,0,TRUE,Boys & Girls Club,spanish,english,TRUE,,,,TRUE,,P,Exceeding,
97593223,Anabelle,Baldacco,18,Stafani,Office,none,Taddeusz,,Other,978-243-4537,$75000 to $99999,3,1,walk,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE
94718374,Hester,MacFaell,10,Moll,Construction,none,Duff,masters,,978-938-5256,$25000 to $34999,2,,walk,180,180,0,,,english,spanish,,,,,,,P,Partially_Meeting,TRUE
50084661,Emma,Waszkiewicz,8,Chelsie,Management,associate,Franciskus,,Office,978-522-5976,$25000 to $34999,3,,car,162,180,0,,,english,english,TRUE,,,,,,P,Not_Meeting,TRUE
51107710,Delmar,Scrauniage,6,Nina,Arts,associate,Gardener,none,Arts,978-792-8360,$50000 to $74999,0,,walk,180,180,0,,,english,english,,,,,TRUE,,,Partially_Meeting,TRUE
95454424,Milt,Pedersen,9,Lulu,,none,Jayme,,Sales,978-774-5564,$35000 to $49999,4,,car,180,180,0,,,english,english,,,TRUE,,,,A,Meeting,
48133154,Kimbra,Trusslove,14,Mindy,,trade,,,,978-766-1557,$150000 or more,0,,car,180,180,0,TRUE,Discovery,english,english,,,TRUE,,TRUE,,A,Meeting,
89758575,Bourke,Blackaller,13,Lucretia,Science,associate,,,,978-175-9733,$150000 or more,2,,car,180,180,0,TRUE,Boys & Girls Club,spanish,english,,,TRUE,,,,P,Partially_Meeting,
10058818,Quint,Rodgers,17,Anastassia,Other,none,Rafael,none,Other,978-335-8825,$10000 to $14999,1,,car,180,180,0,,,english,spanish,,,,,TRUE,,W,Partially_Meeting,
16552312,Liza,Ausiello,7,Nikolia,,none,,,,978-106-4937,$35000 to $49999,0,4,walk,180,180,0,,,spanish,spanish,,,,,TRUE,,W,Partially_Meeting,
95265189,Marcelo,Marmyon,11,Nani,Sales,masters,Reinwald,none,Sales,978-644-9362,$75000 to $99999,1,4,car,180,180,0,,,english,english,,,,TRUE,TRUE,,P,Not_Meeting,
7299677,Vladamir,O'Tierney,12,Ulrika,,,,,,978-017-6146,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,,,NI,Exceeding,TRUE
1909052,Brittni,Greeno,11,Madelaine,Service,none,Killy,none,Science,978-082-1605,$100000 to $149999,1,,car,180,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,
24608235,Libbi,Normandale,7,Hannis,Sales,trade,,,,978-759-1157,$150000 or more,1,,car,124,180,0,,,english,english,,TRUE,,,TRUE,,P,Meeting,
56652553,Linus,Glasman,7,Mattie,Arts,associate,,,,978-750-7180,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,
83826751,Constantine,Mose,10,Enid,,none,,,,978-637-6242,$50000 to $74999,0,2,car,180,180,0,TRUE,Discovery,spanish,english,,,,,,,P,Not_Meeting,
29823418,Madonna,Strothers,7,Malvina,Transportation,associate,Cleon,none,Arts,978-123-3315,$35000 to $49999,0,,car,180,180,0,,,english,english,,,TRUE,,,,NI,Meeting,
74775411,Waiter,Oakshott,7,Celle,Office,associate,,,,978-104-9600,$100000 to $149999,1,,car,180,180,0,,,spanish,english,,,TRUE,,,,,Exceeding,
14213930,Tabbitha,Gianuzzi,16,Kamillah,,associate,Otis,,Management,978-704-1087,$35000 to $49999,2,0,car,63,180,0,TRUE,Discovery,english,english,,,,,TRUE,,P,Partially_Meeting,
78890056,Margalo,Hiland,17,Christan,,none,Stanton,,Production,978-446-2285,$100000 to $149999,4,,car,173,180,0,,,english,english,,,,TRUE,TRUE,,NI,,TRUE
79673809,Sawyere,Enders,13,Shaylyn,Transportation,masters,Tripp,associate,Transportation,978-713-8208,$100000 to $149999,4,,car,180,180,0,,,english,spanish,,,,,,,P,Not_Meeting,
95009938,Gawen,Pendleton,17,Wilhelmina,Business,associate,Morty,trade,Office,978-764-6895,$100000 to $149999,1,3,car,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,Not_Meeting,
22893567,Gayle,Houchin,9,Rozanne,,associate,Raymund,,Arts,978-044-6524,$50000 to $74999,2,,bike,180,180,0,TRUE,Discovery,english,spanish,,,,,TRUE,,P,Meeting,
33846688,Petr,Barlthrop,14,Brear,Sales,masters,Marvin,none,Other,978-182-8719,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,
78305897,Ashlen,Mossman,14,Noell,Science,associate,,,,978-899-3338,$50000 to $74999,1,2,bike,180,180,0,,,english,english,,,,,TRUE,,PRG,Not_Meeting,TRUE
27292975,Cherise,Najara,9,Agnes,Arts,none,Federico,associate,Office,978-192-8415,$75000 to $99999,4,,car,180,180,0,,,english,english,TRUE,,,,,,P,Partially_Meeting,
28333385,Truda,Bergstram,11,Retha,,associate,,,,978-717-6070,$50000 to $74999,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,
9051647,Aida,Ferrillo,10,Gerry,Sales,none,,,,978-700-1862,$75000 to $99999,4,,walk,180,180,0,,,english,english,,,,TRUE,,,P,Not_Meeting,
52733247,Constantina,Whenman,16,Alane,Sales,none,Ignacio,none,Sales,978-146-0742,$20000 to $24999,0,0,bike,180,180,0,,,spanish,english,TRUE,,TRUE,,TRUE,,P,Meeting,
43394426,Nicki,Gillibrand,5,Liuka,,none,Regen,,Service,978-706-6287,$20000 to $24999,4,4,car,175,180,0,,,english,english,,,,,,,,,
99319209,Melodie,Antonio,14,Gina,Management,none,,,,978-517-8388,$20000 to $24999,4,,walk,180,180,0,,,english,english,,,,,,,PRG,Partially_Meeting,
63343887,Florenza,Walklett,7,Hulda,Management,none,Case,none,Management,978-095-9131,$100000 to $149999,1,,walk,118,180,0,,,english,english,,,,,TRUE,,P,,
26469018,Elsinore,Leddy,16,Moselle,Business,none,,,,978-699-4753,$25000 to $34999,4,,bike,180,180,0,,,english,english,,,,,,,A,Exceeding,
20368124,Vasilis,Waters,15,Lissa,,masters,Lawry,,Office,978-377-4887,$25000 to $34999,0,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,TRUE
70534923,Celia,Gladyer,7,Kimberley,Sales,none,Herve,associate,Sales,978-020-5353,$100000 to $149999,1,,car,180,180,0,,,spanish,english,,,,,,,NI,Not_Meeting,TRUE
26369700,Datha,Parmer,11,Harmonia,Maintenance,associate,Sheffield,none,Management,978-505-6598,$100000 to $149999,1,,car,180,180,0,TRUE,Wood School,english,english,,,,,,,NI,Not_Meeting,TRUE
90204253,Nil,Simmens,10,Elayne,Business,none,Chane,none,,978-676-2119,$150000 or more,3,1,car,180,180,0,,,english,spanish,,,,,TRUE,,A,Not_Meeting,TRUE
79940369,Kali,Stiffell,13,Laverne,Office,none,Rourke,none,Science,978-857-1471,$150000 or more,1,,car,180,180,0,,,spanish,english,,,,,,,PRG,Meeting,
57708092,Halli,Lawee,15,Elane,Other,associate,Luciano,bachelor's,,978-732-2794,$35000 to $49999,4,3,car,180,180,0,,,english,english,,,,,,,NI,Exceeding,
31072998,Barney,Revill,11,Darelle,Business,none,Giselbert,associate,Transportation,978-340-3483,$150000 or more,0,,car,180,180,0,,,,english,,,,,,,NI,Not_Meeting,
23856248,Victoir,Newcom,13,Ninetta,Management,none,Nicko,none,Maintenance,978-743-8405,$50000 to $74999,3,3,walk,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE
64289001,Natalina,Banville,17,Susanetta,,none,Denney,none,Business,978-054-9571,$50000 to $74999,0,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,W,,TRUE
5931836,Karina,Bickardike,16,Helsa,,none,Jecho,,,978-848-2976,$75000 to $99999,2,0,bike,180,180,0,TRUE,Discovery,english,english,,,,,,,W,Meeting,TRUE
13481880,Oralee,Keeling,7,Brynne,Sales,trade,Arnuad,associate,Service,978-933-5424,$75000 to $99999,0,3,car,150,180,0,TRUE,Little Sprouts,english,english,,,,,TRUE,,,Partially_Meeting,
7037514,Joyce,Theml,14,Nathalie,Arts,masters,Niels,none,,978-727-9249,$150000 or more,2,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Meeting,
13181079,Simone,Hadgkiss,12,Lisette,Sales,none,Duffy,associate,,978-595-4492,$20000 to $24999,0,,car,180,180,0,,,english,english,,,,,,,W,,TRUE
72226536,Riobard,Goforth,6,Honey,,,,,,978-097-3013,$100000 to $149999,4,4,car,173,180,0,TRUE,Discovery,english,english,,,,,TRUE,,,Exceeding,
2788153,Errol,Saddleton,16,Nadeen,Sales,trade,Graehme,none,Arts,978-140-1223,$100000 to $149999,3,1,car,180,180,0,,,english,english,,,,,,,NI,Exceeding,
44081132,Leanor,Sowter,12,Natalina,Business,none,Killie,associate,Business,978-755-3433,$75000 to $99999,3,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,PRG,Not_Meeting,
25372437,Barron,Fanton,11,Janean,,none,Bourke,,Business,978-980-3912,$20000 to $24999,0,,car,180,180,0,,,spanish,spanish,,,,,TRUE,,PRG,Exceeding,TRUE
25107356,Mattie,Algate,11,Dian,Other,none,Johan,none,,978-738-3365,$50000 to $74999,1,,bike,180,180,0,,,english,english,,,,,,,NI,Meeting,
944282,Alfreda,Valens-Smith,12,Leona,,associate,Torrance,,Natural Resources,978-951-0231,$50000 to $74999,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,
11635939,Xever,Stammer,8,Wilhelmine,Office,none,,,,978-922-3644,$35000 to $49999,1,4,car,180,180,0,,,english,english,,,,,TRUE,,P,Meeting,
